"also, because it is so thin, it gets cold very quickly and its not that filling."		0.4545  0.0909  0.4545
"also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it."		0.2609  0.2174  0.5217
"also, i personally wasn't a fan of the portobello and asparagus mole."		0.4000  0.3333  0.2667
"also, specify if you like your food spicy- its rather bland if you don't."		0.1053  0.4211  0.4737
"also, the sandwiches (nearing $7) didn't come with anything like chips or a side."		0.5294  0.3529  0.1176
"also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $."		0.2800  0.2000  0.5200
"although the tables may be closely situated, the candle-light, food-quality and service overcompensate."		0.4615  0.1538  0.3846
although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.		0.3478  0.1304  0.5217
although we were looking for regular lettuce and some walnuts the salads we got were great.		0.3846  0.5385  0.0769
although we were told 10-15 minutes and it was more like 45 minutes.		0.0909  0.5455  0.3636
"always a nice crowd, but never loud."		0.4000  0.2000  0.4000
always busy but fast moving.		0.8000  0.2000  0.0000
always good drinks and service is pretty good;		0.2222  0.4444  0.3333
always great service!		1.0000  0.0000  0.0000
amazing food.		0.3333  0.3333  0.3333
amazing fresh dogs but best of all endless toppings!!!		0.3636  0.1818  0.4545
amazing fun for hot dog lovers of all ages please do yourself a favor and check this place out!!!!		0.2381  0.3810  0.3810
amazing!		1.0000  0.0000  0.0000
ambiance- relaxed and stylish.		0.2000  0.2000  0.6000
"ambience is delightful, service impeccable."		0.1429  0.5714  0.2857
"ambience is so cute and quaint, good for business although we were there on vacation."		0.4545  0.2727  0.2727
"an awesome organic dog, and a conscious eco friendly establishment."		0.0769  0.7692  0.1538
an excellent service		0.0000  0.0000  1.0000
"an unpretentious spot in park slope, the sushi is consistently good, the service is pleasant, effective and unassuming."		0.2381  0.3810  0.3810
and $11 for a plate of bland guacamole?		0.4286  0.2857  0.2857
and amazingly cheap.		0.0000  0.3333  0.6667
and even with it's pub atmosphere they were great to my kids too!		0.1818  0.6364  0.1818
"and how many times can you pick up the same perfectly aligned set of napkins, inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent?"		0.3590  0.2821  0.3590
"and it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each)."		0.5294  0.4118  0.0588
and it was quick which is very important.		0.6667  0.3333  0.0000
and the tom kha soup was pathetic.		0.2857  0.4286  0.2857
and yes dal bukhara is so dam good and so are all the kababs.		0.4545  0.3636  0.1818
"anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary."		0.1765  0.3529  0.4706
appetizers took nearly an hour.		0.4286  0.1429  0.4286
"as bfc doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!"		0.2593  0.2963  0.4444
"as many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time."		0.2800  0.4400  0.2800
"as to my comment about the food, no apology or acknowledgment was made."		0.2222  0.4444  0.3333
"ask for usha, the nicest bartender in manhattan."		0.0000  0.5556  0.4444
"at $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture."		0.4400  0.4000  0.1600
"at first glance this place seems a bit pricey for a hot dog joint, but at bark you don't just get your average hot dog."		0.2759  0.3448  0.3793
"at first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us."		0.3913  0.3043  0.3043
"at this point, the waitress comes over and asks us if everything was okay, i was literally so shocked that i was speechless and didn't say anything, and guess what, the waitress walked away."		0.2571  0.4286  0.3143
atmosphere is nice and relaxed too...		0.2857  0.4286  0.2857
authentic pakistani food.		0.4000  0.2000  0.4000
authentic taiwanese food that's cheap... what more could you ask for?		0.3333  0.2667  0.4000
"average to good thai food, but terrible delivery."		0.2727  0.0000  0.7273
awsome pizza especially the margheritta slice.		0.5556  0.2222  0.2222
bad staff		0.6667  0.0000  0.3333
"bagels are ok, but be sure not to make any special requests!"		0.3636  0.3636  0.2727
baluchi's has solid food and a nice decor at reasonable prices.		0.4615  0.1538  0.3846
be sure not to get anything other than bagels!..		0.3333  0.3333  0.3333
"be sure to try the seasonal, and always delicious, specials."		0.0000  0.5556  0.4444
beef noodle soup is good as well.		0.3333  0.6667  0.0000
best drumsticks over rice and sour spicy soup in town!		0.2308  0.4615  0.3077
"best indian chinese in the city, by far!"		0.3333  0.3333  0.3333
"best italian food i ever had (and being italian, that means alot)."		0.3333  0.3333  0.3333
best meal in a long time!		0.0000  0.2857  0.7143
"best of all is the warm vibe, the owner is super friendly and service is fast."		0.0667  0.6667  0.2667
best pastrami i ever had and great portion without being ridiculous.		0.2727  0.3636  0.3636
best reuben sandwich ever!		0.1429  0.1429  0.7143
best taiwanese food in ny!		0.1429  0.2857  0.5714
best. sushi. ever.		0.6000  0.0000  0.4000
bison was quite excellent however.		0.0000  0.2857  0.7143
"both times i was extremely dissappointed by the service, which was boarderline rude."		0.1538  0.3846  0.4615
but $1 for each small piece???		0.4000  0.4000  0.2000
but $500 for a dinner for two that didn't include wine?		0.5556  0.1111  0.3333
"but after last night, spice grill is the only place i'm eating indian cuisine."		0.2667  0.4667  0.2667
"but for the shabu shabu, you won't find much better in ny."		0.2727  0.3636  0.3636
"but if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for indian food"		0.3810  0.2381  0.3810
"but nonetheless--great spot, great food."		0.2857  0.4286  0.2857
but that is highly forgivable.		0.0000  1.0000  0.0000
but that wasn't the icing on the cake: a tiramisu that resembled nothing i have ever had.		0.3846  0.2308  0.3846
"but the best part about ls is the late night atmosphere, delightfully free of the bts."		0.2667  0.4000  0.3333
but the best pork souvlaki i ever had is the main thing.		0.3636  0.4545  0.1818
but the pizza is way to expensive.		0.6000  0.4000  0.0000
but the service is horrid!		0.0000  0.3333  0.6667
but the service was a bit slow.		0.4000  0.4000  0.2000
but the staff was so horrible to us.		1.0000  0.0000  0.0000
but they do.		0.0000  0.0000  1.0000
but who says murray's is anything about service.		0.4000  0.2000  0.4000
by far the best salad i have had in a fast food restaurant.		0.3077  0.2308  0.4615
"by far, the best pizza in manhattan."		0.1429  0.2857  0.5714
by the time we finished our dinner we still had not received one beverage nor hooka!		0.2727  0.2727  0.4545
"by the time we left our wallets were empy and so were our stomachs and we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!"		0.3030  0.3030  0.3939
"calling the place hampton chutney co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too."		0.3714  0.3143  0.3143
"can't argue about that, but they are clearly over priced."		0.2222  0.3333  0.4444
can‰Ûªt believe how an expensive nyc restaurant can be so disrespectful to its clients.		0.3846  0.3846  0.2308
check out the secret back room.		0.6000  0.2000  0.2000
cheese plate is a varied delight and great bargain at $10.		0.3077  0.3846  0.3077
chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family.		0.2000  0.6000  0.2000
cirspy crust margherita pizza		0.5714  0.1429  0.2857
"considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed."		0.1579  0.3684  0.4737
"considering you will spend at least $60 a head, i expect better service."		0.4706  0.1765  0.3529
consistently good japanese tapas.		0.2857  0.4286  0.2857
"cool atmosphere, the fire place in the back really ads to it but needs a bit more heat throughout on a cold night."		0.6316  0.1579  0.2105
cozy romantic atomosphere with only around 15 tables at most.		0.5455  0.2727  0.1818
"creative, consistent, fresh."		0.2000  0.8000  0.0000
cute and decorative.		0.3333  0.6667  0.0000
"cute place, nice wait staff but would never go there again."		0.3636  0.1818  0.4545
decor is charming.		0.3333  0.0000  0.6667
decor is nice though service can be spotty.		0.4286  0.1429  0.4286
decor needs to be upgraded but the food is amazing!		0.4444  0.5556  0.0000
"delicate spices, onions, eggs and a kick-ass roti."		0.4545  0.2727  0.2727
"delicious bagels, especially when right out of the oven."		0.4444  0.2222  0.3333
delicious crab cakes too.		0.4286  0.1429  0.4286
delicious simple food in nice outdoor atmosphere.		0.4545  0.2727  0.2727
"delicious, creative and fun."		0.4000  0.0000  0.6000
delivery can be spot on or lacking depending on the weather and the day of the week.		0.1538  0.3846  0.4615
delivery guy sometimes get upset if you don't tip more than 10%.		0.3077  0.4615  0.2308
delivery is fast too.		0.2000  0.2000  0.6000
"despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art."		0.2857  0.6190  0.0952
despite the confusing mirrors this will likely be my go-to for modern japanese food for the foreseeable future.		0.1579  0.5263  0.3158
dessert is a joke...dont bother		0.4000  0.2000  0.4000
dessert: pure disaster.		0.4000  0.4000  0.2000
"do not get the go go hamburgers, no matter what the reviews say."		0.1429  0.5714  0.2857
dokebi gives williamsburg the right one-two punch of classic korean food and fusion twists like pork belly tacos.		0.3793  0.2069  0.4138
"don't dine at tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections."		0.4118  0.1765  0.4118
don't waste money on decor.		0.2857  0.4286  0.2857
downstairs lounge is always a good attraction		0.2857  0.5714  0.1429
"downtown dinner 2002 - prixe fix: appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one."		0.3030  0.2424  0.4545
drawbacks: service is slow and they don't toast!		0.5556  0.1111  0.3333
"during the course of the past 3 months, the chef and staff changed and it was not for the better."		0.2667  0.4667  0.2667
"each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes i would never return."		0.2683  0.3171  0.4146
easily the worst stir-fried squid i've ever tasted.		0.4545  0.2727  0.2727
eat at your own risk.		0.2000  0.4000  0.4000
"eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience."		0.3158  0.4211  0.2632
"either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th."		0.4348  0.1739  0.3913
enjoyed a very nice caesar salad while my wife had arugula and goat cheese....both very tasty.		0.3529  0.3529  0.2941
ess-a-bagel (either by sty-town or midtown) is by far the best bagel in ny.		0.4667  0.2667  0.2667
even after they overcharged me the last time i was there.		0.2857  0.0000  0.7143
"even if the food wasn't this good, the garden is a great place to sit outside and relax."		0.7059  0.0588  0.2353
even my indian friend couldn't believe how good and tasty everything was.		0.3846  0.4615  0.1538
"even though its good seafood, the prices are too high."		0.1429  0.4286  0.4286
"even though the place is not beautiful, the food speaks for itself."		0.4444  0.0000  0.5556
everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!		0.2353  0.5294  0.2353
"everyone seemed generally happy with their food, except my brother who had the grilled mahi mahi, seemingly drenched in grapfruit juice!"		0.3333  0.2381  0.4286
everyone was cheerfully cooperative and helpful.		0.4000  0.2000  0.4000
everyone was more then happy with his choices.		0.3333  0.0000  0.6667
everyone was smiling so that made me feel welcome.		0.8000  0.2000  0.0000
"everything i had was good, and i'm a eater."		0.4286  0.2857  0.2857
"everything is always cooked to perfection, the service is excellent, the decor cool and understated."		0.3846  0.1538  0.4615
everything on the menu is great.		0.3333  0.6667  0.0000
everything was going good until we got our meals.		0.2857  0.2857  0.4286
"everything was wonderful; food, drinks, staff, mileau."		0.3333  0.3333  0.3333
"excellent atmosphere, delicious dishes good and friendly service."		0.5385  0.2308  0.2308
"excellent dumplings served amid clean, chic decor."		0.2308  0.4615  0.3077
excellent food for great prices		0.4286  0.2857  0.2857
"excellent food, although the interior could use some help."		0.3333  0.1111  0.5556
"excellent sashimi, and the millennium roll is beyond delicious."		0.3333  0.1111  0.5556
"fabulous decor - makes you feel like you're in a trendy manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a manhattanite, or spend most of your time in manhattan, rice avenue will make you feel at home.....very soho/village/upper west side minus the expensive prices and pretentious clientele.....all on roosevelt avenue!"		0.2000  0.3067  0.4933
fabulous food - if the front of house staff don't put you off ‰ÛÒ		0.2667  0.4000  0.3333
favorite sushi in nyc		0.2000  0.6000  0.2000
fine dining restaurant quality.		0.5714  0.4286  0.0000
first of all dal bukhara rocks.		0.4000  0.2000  0.4000
"first of all, this place is *not* romantic, as claimed by citysearch's editorial review."		0.0667  0.6000  0.3333
first went here to enjoy their garden terrace.		0.0000  0.4286  0.5714
fish is so very fresh.		0.3333  0.6667  0.0000
fish was overdone.		0.3333  0.3333  0.3333
food is excellent.		0.0000  1.0000  0.0000
food is great and inexpensive.		0.8000  0.0000  0.2000
food is great.		0.6667  0.0000  0.3333
"food is usually very good, though ocasionally i wondered about freshmess of raw vegatables in side orders."		0.3684  0.3684  0.2632
"food took some time to prepare, all worth waiting for."		0.2308  0.3077  0.4615
"food was amazing - i love indian food and eat it quite regularly, but i can say this is one of the best i've had."		0.1379  0.5172  0.3448
food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went.		0.3333  0.2593  0.4074
food was good not great not worth the wait or another visit		0.4545  0.5455  0.0000
"food was just average...if they lowered the prices just a bit, it would be a bigger draw."		0.1765  0.5294  0.2941
food was luke warm.		0.4000  0.6000  0.0000
food was ok.		0.0000  0.6667  0.3333
"food was okay, nothing great."		0.4000  0.6000  0.0000
"food was very good as well, considering that we tried the budget selection (though i wish the pork belly that i ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience)."		0.2821  0.2564  0.4615
"food was very good, but not what i would consider out of this world."		0.2222  0.4444  0.3333
food-awesome.		0.0000  1.0000  0.0000
"for 7 years they have put out the most tasty, most delicious food and kept it that way..."		0.2308  0.3077  0.4615
"for a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service."		0.5263  0.2105  0.2632
"for authentic thai food, look no further than toons."		0.2222  0.2222  0.5556
"for desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal."		0.2759  0.1379  0.5862
for each course we waited over 1/2 hour to 45 minutes and were never offered a drink.		0.4000  0.3333  0.2667
"for instance, plates were just dumped on the table, i was handed the wine list upside down, etc...."		0.5652  0.3043  0.1304
"for me dishes a little oily, but overall dining experience good."		0.4615  0.2308  0.3077
for starters they delivered us someone else's order.		0.1429  0.5714  0.2857
"for the people who want great food plus great service, roxy is a place to avoid!"		0.4737  0.2632  0.2632
"for the price, you cannot eat this well in manhattan."		0.2857  0.4286  0.2857
fresh ingredients and everything is made to order.		0.2000  0.8000  0.0000
fresh restaurant was amazing........ food was delicious and of course fresh.		0.3077  0.3846  0.3077
"fresh, mind blowing flavors."		0.5714  0.2857  0.1429
friendly staff that actually lets you enjoy your meal and the company you're with.		0.0476  0.3333  0.6190
"from the spectacular caviar to the hospitable waitstaff, i felt like royalty and enjoyed every second of it."		0.3810  0.1905  0.4286
"furthermore, the rice had no seasoning, so the sushi was bland and disgusting."		0.1818  0.5455  0.2727
get the pepperoni - yum - and a family style salad.		0.1538  0.4615  0.3846
get the tuna of gari.		0.3333  0.3333  0.3333
go here for a romantic dinner but not for an all out wow dining experience.		0.4444  0.2222  0.3333
go there to relax and feel like your somewhere else.		0.1111  0.3333  0.5556
go to volare for 1st class service and terrific food.		0.0909  0.3636  0.5455
"going to bark is always worth the train ride, and will make your tongue and belly very happy!"		0.2632  0.3158  0.4211
good creative rolls!		0.0000  1.0000  0.0000
good food		0.0000  0.6667  0.3333
good food: my favorite is the seafood spaghetti.		0.5556  0.2222  0.2222
good food.		0.0000  1.0000  0.0000
"good music, great food, speedy service affordable prices."		0.3333  0.2667  0.4000
"good spreads, great beverage selections and bagels really tasty."		0.5333  0.2667  0.2000
"good, fast service."		0.8000  0.0000  0.2000
gorgeous place ideal for a romantic dinner		0.5556  0.2222  0.2222
great atmoshere and worth every bit.		0.7143  0.1429  0.1429
great atmosphere		0.3333  0.3333  0.3333
great bagels made the old-fashioned way.		0.4286  0.1429  0.4286
great food		0.6667  0.3333  0.0000
great food and the prices are very reasonable.		0.4286  0.2857  0.2857
"great food, amazing service, this place is a class act."		0.3077  0.0000  0.6923
"great food, good size menu, great service and an unpretensious setting."		0.2353  0.4706  0.2941
"great food, great decor, great service."		0.8182  0.0000  0.1818
"great food, great prices, great service."		0.6364  0.0909  0.2727
"great food, great wine list, great service in a great neighborhood..."		0.5294  0.0588  0.4118
great food!		0.6667  0.0000  0.3333
great food.		0.3333  0.6667  0.0000
"great for a romantic evening, or a fun evening with friends..."		0.3636  0.3636  0.2727
"great friendly service, fast seating, fast delivery, excellent sushi."		0.4118  0.1176  0.4706
great hot dogs!		0.4000  0.4000  0.2000
great hot dogs..		0.4000  0.4000  0.2000
great indian food		0.2000  0.4000  0.4000
great indian food and the service is incredible.		0.1111  0.3333  0.5556
great indian food!		0.2000  0.2000  0.6000
great pizza and fantastic service.		0.8571  0.1429  0.0000
great pizza for lunch place.		0.8571  0.1429  0.0000
great place to relax and enjoy your dinner		0.1818  0.0000  0.8182
"great service, great food."		0.5714  0.4286  0.0000
great shabu shabu		0.2000  0.6000  0.2000
great staff.		0.3333  0.0000  0.6667
great survice		0.3333  0.6667  0.0000
great sushi experience.		0.6000  0.2000  0.2000
great taste		0.6667  0.0000  0.3333
great toppings definitely a place you need to check out for late night munchies or a mid day boost!		0.4800  0.1600  0.3600
"great vibe, lots of people."		0.2857  0.1429  0.5714
"great, original taste."		0.6000  0.2000  0.2000
gross food ‰ÛÒ wow-		0.1429  0.7143  0.1429
"guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared."		0.6296  0.1481  0.2222
"guess what, i waited for twenty minutes before she came over and when she finally did, she says, 'oh well, i wish you would have said something earlier' no apology, nothing."		0.2571  0.3714  0.3714
had no flavor and the staff is rude and not attentive.		0.4286  0.2857  0.2857
hands down the best pizza on the planet.		0.4286  0.2857  0.2857
hats off to the chef.		0.3333  0.0000  0.6667
have frequented 'ino for several years and the food remains excellent.		0.3636  0.4545  0.1818
have never had a problem with service save a missing rice once.		0.3636  0.1818  0.4545
he offers subpar service and has no personality.		0.4286  0.1429  0.4286
"he served me an uni hand roll, which i never had before, and let me tell you...it was heaven!"		0.1579  0.3684  0.4737
helpful service and average price per dish $10.		0.2727  0.0000  0.7273
here the hot dog is elevated to the level of a real entree with numerous variations available.		0.2353  0.2941  0.4706
highly impressed from the decor to the food to the hospitality to the great night i had!		0.4706  0.3529  0.1765
"his response was smug, arrogant, and condescending, totally consistent with his deportment on display all evening."		0.5294  0.3529  0.1176
honestly the worst sushi my husband and i had in our entire lives.		0.4615  0.3077  0.2308
"however, go for the ambience, and consider the food just a companion for a trip across the world!"		0.5333  0.1333  0.3333
"however, i think this place is a good hang out spot."		0.4615  0.2308  0.3077
"however, if you want great food at a great price and don't mind the decor, you can't beat this place."		0.5926  0.3333  0.0741
"however, it's the service that leaves a bad taste in my mouth."		0.3077  0.3077  0.3846
"however, once i received my predictably mediocre order of what dokebi thinks passes as korean fair, (sometimes you have to settle when it's your only option), i got through about half my kimchee before i found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin."		0.1791  0.4627  0.3582
"however, our main course was wonderful."		0.4286  0.2857  0.2857
hurley's is like cheers where everyone knows your name and they are actually glad you came.		0.2941  0.2941  0.4118
i almost hesititate to write a review because the atmosphere was so great and i would hate for it too become to crowded.		0.1765  0.3529  0.4706
i also recommend the rice dishes or the different varieties of congee (rice porridge).		0.5294  0.3529  0.1176
i am happy i did the food was awsome.		0.2727  0.5455  0.1818
"i am not a vegetarian but, almost all the dishes were great."		0.6667  0.2222  0.1111
i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side.		0.1613  0.4194  0.4194
i asked for a menu and the same waitress looked at my like i was insane.		0.2667  0.0000  0.7333
i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!		0.3810  0.2857  0.3333
i ate here a week ago and found most dishes average at best and too expensive.		0.2667  0.2667  0.4667
"i attended a holiday dinner at the restaurant, and the food was majorly disappointing."		0.1333  0.6000  0.2667
i book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.		0.3600  0.5200  0.1200
"i can't believe that it was, but please put the bag down before delivering food!"		0.1538  0.6923  0.1538
i can't remember the last time i had such gross food in new york.		0.1176  0.4118  0.4706
"i can't wait for summer, when they serve outside on their gigantic patio."		0.2000  0.4000  0.4000
i cannot imagine a friendlier staff working in a restaurant.		0.5455  0.2727  0.1818
i cannot imagine better indian food in all of the city.		0.1818  0.4545  0.3636
"i choose to go with one of the special, the braised lamb shank in red wine, which was excellent."		0.1765  0.2353  0.5882
"i come from a family of pizzeria owners, and i'm almost ashamed to say that the pizza in fornino's blows my families receipies away."		0.4815  0.4074  0.1111
"i couldn't ignore the fact that she reach over the plate of one of my friends, who was in mid bite, to clear the table."		0.4762  0.5238  0.0000
i did not try the caviar but i tried their salmon and crab salad (they are all good)		0.2381  0.6190  0.1429
"i didn't complain, i liked the atmosphere so much."		0.5385  0.2308  0.2308
i do not think dinner in manhattan should cost $400.00 where i am not swept off my feet.		0.1176  0.3529  0.5294
i don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).		0.3333  0.2593  0.4074
"i don‰Ûªt usually visit the same establishment more than once, what more twice, but i‰Ûªll come to zenkichi anytime for a quiet, unhurried and memorable dinner."		0.2759  0.3448  0.3793
i expected quite a bit more from such an expensive menu.		0.1818  0.6364  0.1818
i fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork.		0.2400  0.4400  0.3200
i felt as though i were eating in paris.		0.3333  0.3333  0.3333
"i found the food to be outstanding, particulary the salmon dish i had."		0.3333  0.4667  0.2000
"i found the food, service and value exceptional everytime i have been there."		0.3333  0.1333  0.5333
"i go out to eat and like my courses, servers are patient and never rush courses or force another drink."		0.5263  0.3158  0.1579
i got an excellent piece of cheesecake and we had several other nice pastries.		0.2308  0.3077  0.4615
i got hair in my food 2 times of then !		0.4615  0.3846  0.1538
"i got the $10 10-piece dim sum combo, every bite of which was great."		0.3529  0.5294  0.1176
i had a huge group for my birthday and we were well taken care of.		0.4615  0.3077  0.2308
i had fish and my husband had the filet - both of which exceeded our expectations.		0.3846  0.3846  0.2308
i had never had edamame pureed before but i thought it was innovative and tasty (could've used a bit more salt).		0.3333  0.2857  0.3810
i had the best ravioli ever.		0.2857  0.1429  0.5714
i had the duck breast special on my last visit and it was incredible.		0.2727  0.2727  0.4545
i had the lamb special which was perfect.		0.1429  0.5714  0.2857
i had the thai style fried sea bass...which was very good.		0.4615  0.3846  0.1538
"i had their eggs benedict for brunch, which were the worst in my entire life, i tried removing the hollondaise sauce completely that was how failed it was."		0.2069  0.5172  0.2759
i had to ask her three times before she finally came back with the dish ive requested.		0.3333  0.2667  0.4000
"i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check."		0.1707  0.4878  0.3415
i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna.		0.3810  0.3810  0.2381
"i have eaten at saul, many times, the food is always consistently, outrageously good."		0.2667  0.4000  0.3333
"i have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which i would expect at a upscale indian restaurant but this place doesn't have an upscale feel."		0.2889  0.3111  0.4000
"i have known about this secret for the last 13 years, emilio(the godfather) has continued to serve food and wine for the gods at mortal prices."		0.4444  0.2963  0.2593
i have lived in japan for 7 years and the taste of the food and the feel of the restaurant is like being back in japan.		0.3810  0.4286  0.1905
i have never been so disgusted by both food an service.		0.4286  0.4286  0.1429
i have never before eaten 40 pieces of relatively good nigiri.		0.1538  0.6154  0.2308
i have never had cheescake like this.		0.2857  0.2857  0.4286
"i have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu."		0.2162  0.5135  0.2703
i have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.		0.2308  0.3846  0.3846
i have to say i have never had a disapointing meal here.		0.0000  0.7273  0.2727
"i have tried to make reservations, but both times, the hostess didn't have my name."		0.2000  0.4000  0.4000
"i have worked in restaurants and cook a lot, and there is no way a maggot should be able to get into well prepared food."		0.2632  0.4211  0.3158
i heard the lobster roll was excellent.		0.3333  0.1111  0.5556
"i highly recommend cafe st. bart's for their food, the ambience and wonderful service."		0.5789  0.2105  0.2105
i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service.		0.3810  0.4286  0.1905
"i highly recommend the fish tacos, everything else was ok."		0.4545  0.3636  0.1818
i highly recommend the sophia pizza.		0.1111  0.5556  0.3333
i highly recommend this beautiful place.		0.3333  0.4444  0.2222
"i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience."		0.4103  0.2564  0.3333
"i like cafe noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!"		0.3333  0.2857  0.3810
"i like the ambience, it's very dark and original."		0.2727  0.3636  0.3636
